jp_nama,formasi_nm,jabatan_nm,lokasi_nm,jumlah_formasi,ins_nm,gaji_max,gaji_min,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK USILIMO | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WALAIK | SEKSI PEMBERDAYAAN MASYARAKAT,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | KELURAHAN SINAKMA | SEKSI PEMBERDAYAAN MASYARAKAT,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK KORAGI | SEKSI PEMERINTAHAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK NAPUA | SEKSI PEMERINTAHAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ITLAY HISAGE | SEKSI PELAYANAN UMUM,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK SIEPKOSI | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WALAIK | SEKSI PELAYANAN UMUM,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK KORAGI | SEKSI PELAYANAN UMUM,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ASOLOKOBAL | SEKSI KETENTRAMAN & KETERTIBAN,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK BOLAKME | SEKRETARIAT | SUB BAGIAN UMUM DAN KEPEGAWAIAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS KESEHATAN | PUSKESMAS LIBAREK,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK LIBAREK | SEKSI PEMBERDAYAAN MASYARAKAT,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WOLLO | SEKRETARIAT DISTRIK WOLLO | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS KESEHATAN | PUSKESMAS KURULU,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK LIBAREK | SEKRETARIAT DISTRIK | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK KURULU | SEKSI PEMBERDAYAAN MASYARAKAT,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS KESEHATAN | PUSKESMAS HUBIKOSI,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WALELAGAMA | SEKRETARIAT DISTRIK WALELAGAMA | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK TRIKORA | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK TAGINERI | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ASOLOKOBAL | SEKSI PELAYANAN UMUM,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WESAPUT | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WELESI | SEKSI PEMERINTAHAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS KESEHATAN | PUSKESMAS PELEBAGA,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ASOLOGAIMA | SEKRETARIAT DISTRIK ASOLOGAIMA | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WITA WAYA | SEKSI PEMERINTAHAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK SILOKARNO DOGA | SEKRETARIAT | SEKSI PEMERINTAHAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK YALENGGA | SEKSI PEMERINTAHAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MULIAMA | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK SILOKARNO DOGA | SEKSI PEMERINTAHAN,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK PELEBAGA | SEKSI PELAYANAN UMUM,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS KESEHATAN | PUSKESMAS BOLAKME,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK BIPIRI | SEKSI PEMBERDAYAAN MASYARAKAT,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK IBELE | DISTRIK IBELE | SEKRETARIAT DISTRIK IBELE | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MAIMA | SEKSI PEMERINTAHAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK TRIKORA | SEKSI PELAYANAN UMUM,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK POPUGOBA | SEKSI PEMERINTAHAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK LIBAREK | SEKSI PEMERINTAHAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK TAILAREK | SEKSI PELAYANAN UMUM,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ASOLOGAIMA | SEKRETARIAT DISTRIK ASOLOGAIMA | SUB BAGIAN UMUM DAN KEPEGAWAIAN,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | KELURAHAN WAMENA KOTA | SEKSI PEMERINTAHAN DAN PELAYANAN UMUM,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MAIMA | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK HUBIKIAK | SEKSI PELAYANAN UMUM,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WAME | SEKSI PELAYANAN UMUM,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS KESEHATAN | PUSKESMAS ILEKMA,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS KESEHATAN | PUSKESMAS MELAGALOME,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK SIEPKOSI | SEKSI PEMERINTAHAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | KELURAHAN SINAPUK | SEKSI PEMBERDAYAAN MASYARAKAT,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK TAILAREK | SEKSI PEMBERDAYAAN MASYARAKAT,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS KESEHATAN | PUSKESMAS TAILAREK,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK KORAGI | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS  PEMBERDAYAAN MASYARAKAT DAN KAMPUNG | SEKRETARIAT DINAS PEMBERDAYAAN MASYARAKAT DAN KAMPUNG | SUB BAGIAN PERENCANAAN & EVALUASI,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK BUGI | SEKRETARIAT DISTRIK BUGI | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK TAGINERI | SEKSI KETENTRAMAN & KETERTIBAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MOLAGALOME | SEKSI PELAYANAN UMUM,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ASOTIPO | SEKSI PELAYANAN UMUM,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WADLANGKU | SEKSI PELAYANAN UMUM,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ASOTIPO | SEKRETARIAT DISTRIK ASOTIPO | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WOUMA | SEKRETARIAT DISTRIK WOUMA | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS KESEHATAN | PUSKESMAS POPUKOBA,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK PISUGI | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK BIPIRI | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MUSATFAK | SEKRETARIAT DISTRIK MUSATFAK | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WOUMA | SEKSI PEMBERDAYAAN MASYARAKAT,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS KESEHATAN | PUSKESMAS WAMENA KOTA,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK  HUBIKOSI | SEKRETARIAT DISTRIK HUBIKOSI | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS KETAHANAN PANGAN | SEKRETARIAT DINAS KETANAN PANGAN | SUB BAGIAN UMUM DAN KEPEGAWAIAN,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK TAILAREK | Sekretariat Distrik | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK NAPUA | DISTRIK  NAPUA | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK PYRAMID | SEKRETARIAT DISTRIK PYRAMID | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MOLAGALOME | SEKSI PEMERINTAHAN,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK KURULU | SEKSI PELAYANAN UMUM,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK PISUGI | SEKSI KETENTRAMAN & KETERTIBAN,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK POPUGOBA | SEKSI PELAYANAN UMUM,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK BUGI | SEKSI KEAMANAN DAN KETERTIBAN,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS KESEHATAN | PUSKESMAS MUSATFAK,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MUSATFAK | SEKSI PELAYANAN UMUM,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ITLAY HISAGE | SEKRETARIAT | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK NAPUA | SEKSI PELAYANAN UMUM,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS KESEHATAN | PUSKESMAS WITA WAYA,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ASOLOGAIMA | SEKSI PEMERINTAHAN,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK  HUBIKOSI | SEKSI PEMERINTAHAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK PYRAMID | DESA YONGGIME,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK IBELE | SEKSI PEMBERDAYAAN MASYARAKAT DISTRIK IBELE,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MAIMA | SEKSI PELAYANAN UMUM,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK MULIAMA | SEKSI PEMERINTAHAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WAMENA | SEKRETARIAT DISTRIK WAMENA | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ASOTIPO | SEKSI PEMBERDAYAAN MASYARAKAT,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WALELAGAMA | SEKSI PELAYANAN UMUM,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK PYRAMID | SEKSI KETENTRAMAN & KETERTIBAN,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WITA WAYA | SEKSI PELAYANAN UMUM,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK TRIKORA | SEKSI PEMERINTAHAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK ASOLOKOBAL | SEKRETARIAT DISTRIK ASOLOKOBAL | SUB BAGIAN KEUANGAN,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS KESEHATAN | PUSKESMAS ASOLOGAIMA,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK PISUGI | SEKSI PEMBERDAYAAN MASYARAKAT,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DISTRIK WESAPUT | SEKSI PEMBERDAYAAN MASYARAKAT,2,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),FASILITATOR PEMERINTAHAN,Kabupaten Jayawijaya | DINAS KESEHATAN | PUSKESMAS TAGIME,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,UMUM (NON OAP),PERENCANA AHLI PERTAMA,Kabupaten Jayawijaya | DINAS SATUAN POLISI PAMONG PRAJA | SEKRETARIAT DINAS SATUAN POLISI PAMONG PRAJA | SUB BAGIAN PROGRAM & EVALUASI,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),PERENCANA AHLI PERTAMA,Kabupaten Jayawijaya | DINAS PENDIDIKAN | SEKRETARIAT DINAS PENDIDIKAN | SUB BAGIAN KEUANGAN,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,ORANG ASLI PAPUA (OAP),PERENCANA AHLI PERTAMA,Kabupaten Jayawijaya | DINAS SATUAN POLISI PAMONG PRAJA | SEKRETARIAT DINAS SATUAN POLISI PAMONG PRAJA | SUB BAGIAN PROGRAM & EVALUASI,1,Pemerintah Kab. Jayawijaya,6500000,2900000,,,,,,,,,,
CPNS,PENYANDANG DISABILITAS,ANALIS KEBIJAKAN AHLI PERTAMA,PEMERINTAH KABUPATEN JEMBRANA | BADAN PERENCANAAN PEMBANGUNAN DAERAH | BIDANG PERENCANAAN,1,Pemerintah Kab. Jembrana,3500000,2500000,PENGENDALIAN,EVALUASI,DAN DATA PEMBANGUNAN DAERAH BADAN PERENCANAAN PEMBANGUNAN DAERAH,,,,,,,
CPNS,UMUM,ANALIS KEBIJAKAN AHLI PERTAMA,PEMERINTAH KABUPATEN JEMBRANA | BADAN PERENCANAAN PEMBANGUNAN DAERAH | BIDANG PERENCANAAN,1,Pemerintah Kab. Jembrana,3500000,2500000,PENGENDALIAN,EVALUASI,DAN DATA PEMBANGUNAN DAERAH BADAN PERENCANAAN PEMBANGUNAN DAERAH,,,,,,,
CPNS,UMUM,PENATA PERIZINAN AHLI PERTAMA,PEMERINTAH KABUPATEN JEMBRANA | DINAS PENANAMAN MODAL DAN PELAYANAN TERPADU SATU PINTU,1,Pemerintah Kab. Jembrana,3500000,2500000,,,,,,,,,,
