formasi_id,jp_nama,formasi_nm,jabatan_nm,lokasi_nm,lokasi_nm,jumlah_formasi,disable,gaji_min,gaji_max
8a0186cc9159ace501915a6a60fc7b9b,CPNS,PENYANDANG DISABILITAS,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Ekonomi | Direktorat Keuangan Negara Dan Analisis Moneter,Kementerian PPN/BAPPENAS | Deputi Bidang Ekonomi | Direktorat Keuangan Negara Dan Analisis Moneter,1,1,9500000,12500000
8a0186cc9159ace501915a6aef757c9e,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Ekonomi | Direktorat Keuangan Negara Dan Analisis Moneter,Kementerian PPN/BAPPENAS | Deputi Bidang Ekonomi | Direktorat Keuangan Negara Dan Analisis Moneter,1,0,9500000,12500000
8a0186cc9159ace501915a735de20581,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Ekonomi | Direktorat Perdagangan, Investasi, dan Kerjasama Ekonomi Internasional","Kementerian PPN/BAPPENAS | Deputi Bidang Ekonomi | Direktorat Perdagangan, Investasi, dan Kerjasama Ekonomi Internasional",1,0,9500000,12500000
8a0186cc9159ace501915a75e55f0802,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Ekonomi | Direktorat Perencanaan Makro dan Analisis Statistik,Kementerian PPN/BAPPENAS | Deputi Bidang Ekonomi | Direktorat Perencanaan Makro dan Analisis Statistik,1,0,9500000,12500000
8a0186cc9159ace501915a76de8b0923,CPNS,LULUSAN TERBAIK,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Kemaritiman Dan Sumber Daya Alam | Direktorat Kehutanan Dan Konservasi Sumber Daya Air,Kementerian PPN/BAPPENAS | Deputi Bidang Kemaritiman Dan Sumber Daya Alam | Direktorat Kehutanan Dan Konservasi Sumber Daya Air,1,0,9500000,12500000
8a0186cc9159ace501915a77a6620a2f,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Kemaritiman Dan Sumber Daya Alam | Direktorat Kehutanan Dan Konservasi Sumber Daya Air,Kementerian PPN/BAPPENAS | Deputi Bidang Kemaritiman Dan Sumber Daya Alam | Direktorat Kehutanan Dan Konservasi Sumber Daya Air,1,0,9500000,12500000
8a0186cc9159ace501915a78915e0b2f,CPNS,LULUSAN TERBAIK,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Kemaritiman Dan Sumber Daya Alam | Direktorat Kelautan Dan Perikanan,Kementerian PPN/BAPPENAS | Deputi Bidang Kemaritiman Dan Sumber Daya Alam | Direktorat Kelautan Dan Perikanan,1,0,9500000,12500000
8a0186cc9159ace501915a7c83aa105f,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Kemaritiman Dan Sumber Daya Alam | Direktorat Pangan Dan Pertanian,Kementerian PPN/BAPPENAS | Deputi Bidang Kemaritiman Dan Sumber Daya Alam | Direktorat Pangan Dan Pertanian,1,0,9500000,12500000
8a0186cc9159ace501915a7de6f31208,CPNS,PENYANDANG DISABILITAS,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Kemaritiman Dan Sumber Daya Alam | Direktorat Pangan Dan Pertanian,Kementerian PPN/BAPPENAS | Deputi Bidang Kemaritiman Dan Sumber Daya Alam | Direktorat Pangan Dan Pertanian,1,1,9500000,12500000
8a0186cc9159ace501915a7eb74a12da,CPNS,LULUSAN TERBAIK,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Kemaritiman Dan Sumber Daya Alam | Direktorat Sumber Daya Energi, Mineral Dan Pertambangan","Kementerian PPN/BAPPENAS | Deputi Bidang Kemaritiman Dan Sumber Daya Alam | Direktorat Sumber Daya Energi, Mineral Dan Pertambangan",1,0,9500000,12500000
8a0186cc9159ace501915a82bd721755,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Pemantauan, Evaluasi Dan Pengendalian Pembangunan | Direktorat Pemantauan, Evaluasi, Dan Pengendalian Pembangunan Daerah","Kementerian PPN/BAPPENAS | Deputi Bidang Pemantauan, Evaluasi Dan Pengendalian Pembangunan | Direktorat Pemantauan, Evaluasi, Dan Pengendalian Pembangunan Daerah",1,0,9500000,12500000
8a0186cc9159ace501915a83158417c2,CPNS,PENYANDANG DISABILITAS,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Pemantauan, Evaluasi Dan Pengendalian Pembangunan | Direktorat Pemantauan, Evaluasi, Dan Pengendalian Pembangunan Daerah","Kementerian PPN/BAPPENAS | Deputi Bidang Pemantauan, Evaluasi Dan Pengendalian Pembangunan | Direktorat Pemantauan, Evaluasi, Dan Pengendalian Pembangunan Daerah",1,1,9500000,12500000
8a0186cd915aa77f01915ab38a0004b0,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Pengembangan Regional | Direktorat Regional III,Kementerian PPN/BAPPENAS | Deputi Bidang Pengembangan Regional | Direktorat Regional III,1,0,9500000,12500000
8a0186cd915aa77f01915ab4007e0550,CPNS,PENYANDANG DISABILITAS,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Pengembangan Regional | Direktorat Regional III,Kementerian PPN/BAPPENAS | Deputi Bidang Pengembangan Regional | Direktorat Regional III,1,1,9500000,12500000
8a0186cd915aa77f01915ab6a99d0867,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Pengembangan Regional | Direktorat Tata Ruang, Pertanahan, dan Penanggulangan Bencana","Kementerian PPN/BAPPENAS | Deputi Bidang Pengembangan Regional | Direktorat Tata Ruang, Pertanahan, dan Penanggulangan Bencana",1,0,9500000,12500000
8a0186cd915aa77f01915ab7b00609bd,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Politik, Hukum, Pertahanan Dan Keamanan | Direktorat Aparatur Negara dan Transformasi Birokrasi","Kementerian PPN/BAPPENAS | Deputi Bidang Politik, Hukum, Pertahanan Dan Keamanan | Direktorat Aparatur Negara dan Transformasi Birokrasi",1,0,9500000,12500000
8a0186cd915aa77f01915ab7f5ec0a07,CPNS,PENYANDANG DISABILITAS,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Politik, Hukum, Pertahanan Dan Keamanan | Direktorat Aparatur Negara dan Transformasi Birokrasi","Kementerian PPN/BAPPENAS | Deputi Bidang Politik, Hukum, Pertahanan Dan Keamanan | Direktorat Aparatur Negara dan Transformasi Birokrasi",1,1,9500000,12500000
8a0186cd915aa77f01915ab8d1280b5b,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Politik, Hukum, Pertahanan Dan Keamanan | Direktorat Hukum dan Regulasi","Kementerian PPN/BAPPENAS | Deputi Bidang Politik, Hukum, Pertahanan Dan Keamanan | Direktorat Hukum dan Regulasi",1,0,9500000,12500000
8a0186cd915aa77f01915abab72c0d2e,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Politik, Hukum, Pertahanan Dan Keamanan | Direktorat Pertahanan Dan Keamanan","Kementerian PPN/BAPPENAS | Deputi Bidang Politik, Hukum, Pertahanan Dan Keamanan | Direktorat Pertahanan Dan Keamanan",1,0,9500000,12500000
8a0186cd915aa77f01915abbd9420e65,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Politik, Hukum, Pertahanan Dan Keamanan | Direktorat Politik Dan Komunikasi","Kementerian PPN/BAPPENAS | Deputi Bidang Politik, Hukum, Pertahanan Dan Keamanan | Direktorat Politik Dan Komunikasi",1,0,9500000,12500000
8a0186cd915aa77f01915abc83840f37,CPNS,PENYANDANG DISABILITAS,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Politik, Hukum, Pertahanan Dan Keamanan | Direktorat Politik Dan Komunikasi","Kementerian PPN/BAPPENAS | Deputi Bidang Politik, Hukum, Pertahanan Dan Keamanan | Direktorat Politik Dan Komunikasi",1,1,9500000,12500000
8a0186cd915aa77f01915ac0c5c3144d,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Politik, Hukum, Pertahanan Dan Keamanan | Direktorat  Politik Luar Negeri dan Kerjasama Pembangunan Internasional","Kementerian PPN/BAPPENAS | Deputi Bidang Politik, Hukum, Pertahanan Dan Keamanan | Direktorat  Politik Luar Negeri dan Kerjasama Pembangunan Internasional",1,0,9500000,12500000
8a0186cd915aa77f01915ac2b00b17fc,CPNS,LULUSAN TERBAIK,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Sarana Dan Prasarana | Direktorat Perencanaan dan Pengembangan Proyek Infrastruktur Prioritas Nasional,Kementerian PPN/BAPPENAS | Deputi Bidang Sarana Dan Prasarana | Direktorat Perencanaan dan Pengembangan Proyek Infrastruktur Prioritas Nasional,1,0,9500000,12500000
8a0186cd915aa77f01915ac4138a1ae8,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Sarana Dan Prasarana | Direktorat Perencanaan dan Pengembangan Proyek Infrastruktur Prioritas Nasional,Kementerian PPN/BAPPENAS | Deputi Bidang Sarana Dan Prasarana | Direktorat Perencanaan dan Pengembangan Proyek Infrastruktur Prioritas Nasional,1,0,9500000,12500000
8a0186cd915aa77f01915ad6d23437aa,CPNS,LULUSAN TERBAIK,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Sarana Dan Prasarana | Direktorat Transportasi,Kementerian PPN/BAPPENAS | Deputi Bidang Sarana Dan Prasarana | Direktorat Transportasi,1,0,9500000,12500000
8a0186cd915aa77f01915adbea013f9a,CPNS,LULUSAN TERBAIK,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Sekretaris Kementerian PPN/Sekretaris Utama Bappenas | Biro Perencanaan, Organisasi dan Tata Laksana","Kementerian PPN/BAPPENAS | Sekretaris Kementerian PPN/Sekretaris Utama Bappenas | Biro Perencanaan, Organisasi dan Tata Laksana",1,0,9500000,12500000
8a0186cd915aa77f01915adcca084151,CPNS,LULUSAN TERBAIK,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Sekretaris Kementerian PPN/Sekretaris Utama Bappenas | Biro Umum,Kementerian PPN/BAPPENAS | Sekretaris Kementerian PPN/Sekretaris Utama Bappenas | Biro Umum,1,0,9500000,12500000
8a0186cd915aa77f01915ade8548441e,CPNS,LULUSAN TERBAIK,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Sekretaris Kementerian PPN/Sekretaris Utama Bappenas | Pusat Data dan Informasi Perencanaan Pembangunan,Kementerian PPN/BAPPENAS | Sekretaris Kementerian PPN/Sekretaris Utama Bappenas | Pusat Data dan Informasi Perencanaan Pembangunan,1,0,9500000,12500000
8a0384be915951ce0191597b349021a6,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Ekonomi | Direktorat Industri, Pariwisata dan Ekonomi Kreatif","Kementerian PPN/BAPPENAS | Deputi Bidang Ekonomi | Direktorat Industri, Pariwisata dan Ekonomi Kreatif",1,0,9500000,12500000
8a0384be915951ce0191597bc13a2251,CPNS,PENYANDANG DISABILITAS,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Ekonomi | Direktorat Industri, Pariwisata dan Ekonomi Kreatif","Kementerian PPN/BAPPENAS | Deputi Bidang Ekonomi | Direktorat Industri, Pariwisata dan Ekonomi Kreatif",1,1,9500000,12500000
8a0384c5915a83e001915a85eab00166,CPNS,PENYANDANG DISABILITAS,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Pemantauan, Evaluasi Dan Pengendalian Pembangunan | Direktorat Pemantauan, Evaluasi, Dan Pengendalian Pembangunan Sektoral","Kementerian PPN/BAPPENAS | Deputi Bidang Pemantauan, Evaluasi Dan Pengendalian Pembangunan | Direktorat Pemantauan, Evaluasi, Dan Pengendalian Pembangunan Sektoral",1,1,9500000,12500000
8a0384c5915a83e001915a8675e2022c,CPNS,LULUSAN TERBAIK,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Pemantauan, Evaluasi Dan Pengendalian Pembangunan | Direktorat Sistem dan Prosedur Pemantauan Evaluasi dan Pengendalian Pembangunan","Kementerian PPN/BAPPENAS | Deputi Bidang Pemantauan, Evaluasi Dan Pengendalian Pembangunan | Direktorat Sistem dan Prosedur Pemantauan Evaluasi dan Pengendalian Pembangunan",1,0,9500000,12500000
8a0384c5915a83e001915a8729960307,CPNS,PENYANDANG DISABILITAS,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Pembangunan Manusia, Masyarakat Dan Kebudayaan | Direktorat Keluarga, Perempuan, Anak, Pemuda Dan Olah Raga","Kementerian PPN/BAPPENAS | Deputi Bidang Pembangunan Manusia, Masyarakat Dan Kebudayaan | Direktorat Keluarga, Perempuan, Anak, Pemuda Dan Olah Raga",1,1,9500000,12500000
8a0384c5915a83e001915a88b85104d9,CPNS,PENYANDANG DISABILITAS,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Deputi Bidang Pembangunan Manusia, Masyarakat Dan Kebudayaan | Direktorat Kesehatan Dan Gizi Masyarakat","Kementerian PPN/BAPPENAS | Deputi Bidang Pembangunan Manusia, Masyarakat Dan Kebudayaan | Direktorat Kesehatan Dan Gizi Masyarakat",1,1,9500000,12500000
8a0384c5915a83e001915a89c8ff05de,CPNS,PENYANDANG DISABILITAS,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Pendanaan Pembangunan | Direktorat Pendanaan Bilateral,Kementerian PPN/BAPPENAS | Deputi Bidang Pendanaan Pembangunan | Direktorat Pendanaan Bilateral,1,1,9500000,12500000
8a0384c5915a83e001915a8d5a6f0937,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Pengembangan Regional | Direktorat Pembangunan Daerah,Kementerian PPN/BAPPENAS | Deputi Bidang Pengembangan Regional | Direktorat Pembangunan Daerah,1,0,9500000,12500000
8a0384c5915a83e001915a9015dc0b9b,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Pengembangan Regional | Direktorat Regional I,Kementerian PPN/BAPPENAS | Deputi Bidang Pengembangan Regional | Direktorat Regional I,1,0,9500000,12500000
8a0384c5915a83e001915a90733a0c02,CPNS,PENYANDANG DISABILITAS,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Deputi Bidang Pengembangan Regional | Direktorat Regional I,Kementerian PPN/BAPPENAS | Deputi Bidang Pengembangan Regional | Direktorat Regional I,1,1,9500000,12500000
14d76638-57d8-4331-a4f7-ec046e4a12c7,CPNS,UMUM,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Sekretaris Kementerian PPN/Sekretaris Utama Bappenas | Biro Hubungan Masyarakat, Kearsipan, dan Tata Usaha Pimpinan","Kementerian PPN/BAPPENAS | Sekretaris Kementerian PPN/Sekretaris Utama Bappenas | Biro Hubungan Masyarakat, Kearsipan, dan Tata Usaha Pimpinan",1,0,9500000,12500000
22e84b9c-5527-4860-b786-dc88fe591af0,CPNS,UMUM,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Sekretaris Kementerian PPN/Sekretaris Utama Bappenas | Pusat Data dan Informasi Perencanaan Pembangunan,Kementerian PPN/BAPPENAS | Sekretaris Kementerian PPN/Sekretaris Utama Bappenas | Pusat Data dan Informasi Perencanaan Pembangunan,1,0,9500000,12500000
ba25b537-7e57-48fa-862b-fb1722717657,CPNS,UMUM,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Sekretaris Kementerian PPN/Sekretaris Utama Bappenas | Pusat Analisis Kebijakan dan Kinerja,Kementerian PPN/BAPPENAS | Sekretaris Kementerian PPN/Sekretaris Utama Bappenas | Pusat Analisis Kebijakan dan Kinerja,1,0,9500000,12500000
ce6d3ee5-71b1-4719-b7b6-a256870e3091,CPNS,UMUM,PERENCANA AHLI PERTAMA,Kementerian PPN/BAPPENAS | Sekretaris Kementerian PPN/Sekretaris Utama Bappenas | Biro Umum,Kementerian PPN/BAPPENAS | Sekretaris Kementerian PPN/Sekretaris Utama Bappenas | Biro Umum,1,0,9500000,12500000
fab768e1-8144-45ea-9604-ddb678ca71eb,CPNS,UMUM,PEMBINA JASA KONSTRUKSI AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Konstruksi | Direktorat Pengadaan Jasa Konstruksi | Subbagian Tata Usaha,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Bina Konstruksi | Direktorat Pengadaan Jasa Konstruksi | Subbagian Tata Usaha,1,1,9700000,10300000
8a0186929154866701915497e38a0973,CPNS,LULUSAN TERBAIK,PENATA KELOLA PERUMAHAN AHLI PERTAMA,"KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Sekretariat Direktorat Jenderal Perumahan | Bagian Keuangan, Pengelolaan Barang Milik Negara dan Barang Persediaan Bencana","KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Sekretariat Direktorat Jenderal Perumahan | Bagian Keuangan, Pengelolaan Barang Milik Negara dan Barang Persediaan Bencana",1,1,9400000,10000000
8a018692915486670191549854cb09f9,CPNS,PUTRA/PUTRI KALIMANTAN,PENATA KELOLA PERUMAHAN AHLI PERTAMA,"KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Sekretariat Direktorat Jenderal Perumahan | Bagian Keuangan, Pengelolaan Barang Milik Negara dan Barang Persediaan Bencana","KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Sekretariat Direktorat Jenderal Perumahan | Bagian Keuangan, Pengelolaan Barang Milik Negara dan Barang Persediaan Bencana",1,1,9400000,10000000
8a01869291548667019154a08eec0f99,CPNS,PUTRA/PUTRI KALIMANTAN,PENATA KELOLA PERUMAHAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Direktorat Sistem dan Strategi Penyelenggaraan Perumahan | Subdirektorat Keterpaduan Penyelenggaraan Perumahan,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Direktorat Sistem dan Strategi Penyelenggaraan Perumahan | Subdirektorat Keterpaduan Penyelenggaraan Perumahan,1,1,9400000,10000000
8a01869291548667019154a0f84a1066,CPNS,LULUSAN TERBAIK,PENATA KELOLA PERUMAHAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Direktorat Sistem dan Strategi Penyelenggaraan Perumahan | Subdirektorat Keterpaduan Penyelenggaraan Perumahan,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Direktorat Sistem dan Strategi Penyelenggaraan Perumahan | Subdirektorat Keterpaduan Penyelenggaraan Perumahan,1,1,9400000,10000000
8a01869291548667019154a1705010f2,CPNS,PENYANDANG DISABILITAS,PENATA KELOLA PERUMAHAN AHLI PERTAMA,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Direktorat Sistem dan Strategi Penyelenggaraan Perumahan | Subdirektorat Keterpaduan Penyelenggaraan Perumahan,KEMENTERIAN PEKERJAAN UMUM DAN PERUMAHAN RAKYAT | Direktorat Jenderal Perumahan | Direktorat Sistem dan Strategi Penyelenggaraan Perumahan | Subdirektorat Keterpaduan Penyelenggaraan Perumahan,1,1,9400000,10000000
9f6b540e-3fa0-4357-9a27-c0f221d36da4,CPNS,UMUM,PERENCANA AHLI PERTAMA,"Kementerian PPN/BAPPENAS | Sekretaris Kementerian PPN/Sekretaris Utama Bappenas | Biro Perencanaan, Organisasi dan Tata Laksana","Kementerian PPN/BAPPENAS | Sekretaris Kementerian PPN/Sekretaris Utama Bappenas | Biro Perencanaan, Organisasi dan Tata Laksana",1,0,9500000,12500000
73ed2670-44e7-4fa8-84be-4678a96b533b,CPNS,UMUM,ANALIS KEBIJAKAN AHLI PERTAMA,KEMENTERIAN PERHUBUNGAN | SEKRETARIAT JENDERAL | BIRO PERENCANAAN | BAGIAN PROGRAM,KEMENTERIAN PERHUBUNGAN | SEKRETARIAT JENDERAL | BIRO PERENCANAAN | BAGIAN PROGRAM,1,1,2785700,7380850
66cf1279-252c-46d2-a822-8ea389e2a8c1,CPNS,UMUM,PERENCANA AHLI PERTAMA,KEMENTERIAN PERHUBUNGAN | SEKRETARIAT JENDERAL | BIRO PERENCANAAN | BAGIAN PROGRAM,KEMENTERIAN PERHUBUNGAN | SEKRETARIAT JENDERAL | BIRO PERENCANAAN | BAGIAN PROGRAM,1,1,2785700,7380850
a8370475-08c2-487c-aa70-64c5b11f044a,CPNS,PUTRA/PUTRI KALIMANTAN,PERENCANA AHLI PERTAMA,KEMENTERIAN PERHUBUNGAN | DIREKTORAT JENDERAL PERKERETAAPIAN | SEKRETARIAT DIREKTORAT JENDERAL PERKERETAAPIAN | BAGIAN PERENCANAAN,KEMENTERIAN PERHUBUNGAN | DIREKTORAT JENDERAL PERKERETAAPIAN | SEKRETARIAT DIREKTORAT JENDERAL PERKERETAAPIAN | BAGIAN PERENCANAAN,1,1,2785700,7380850
e129e27f-2539-4f51-b9df-9829def22e25,CPNS,UMUM,PERENCANA AHLI PERTAMA,KEMENTERIAN PERHUBUNGAN | INSPEKTORAT JENDERAL | SEKRETARIAT INSPEKTORAT JENDERAL | BAGIAN PERENCANAAN DAN EVALUASI,KEMENTERIAN PERHUBUNGAN | INSPEKTORAT JENDERAL | SEKRETARIAT INSPEKTORAT JENDERAL | BAGIAN PERENCANAAN DAN EVALUASI,1,1,2785700,7380850
8a03849a9149c64e01914a69700637c2,CPNS,LULUSAN TERBAIK,ANALIS KEBIJAKAN AHLI PERTAMA,KEMENTERIAN PERTANIAN | SEKRETARIAT JENDERAL | PUSAT SOSIAL EKONOMI DAN KEBIJAKAN PERTANIAN,KEMENTERIAN PERTANIAN | SEKRETARIAT JENDERAL | PUSAT SOSIAL EKONOMI DAN KEBIJAKAN PERTANIAN,1,0,3000000,8000000
dbae5e5b-0ae3-44bf-a349-863ace0cc8ca,CPNS,LULUSAN TERBAIK,ANALIS KEBIJAKAN AHLI PERTAMA,KEMENTERIAN PERTANIAN | BADAN STANDARDISASI INSTRUMEN PERTANIAN | SEKRETARIAT BADAN STANDARDISASI INSTRUMEN PERTANIAN,KEMENTERIAN PERTANIAN | BADAN STANDARDISASI INSTRUMEN PERTANIAN | SEKRETARIAT BADAN STANDARDISASI INSTRUMEN PERTANIAN,1,0,2785700,7380850
2c58cb58-25b5-4a57-89c6-da2407b5c6bb,CPNS,UMUM,PERENCANA AHLI PERTAMA,KEMENTERIAN PERTANIAN | BADAN STANDARDISASI INSTRUMEN PERTANIAN | BALAI BESAR PENERAPAN STANDAR INSTRUMEN PERTANIAN | BALAI PENERAPAN STANDAR INSTRUMEN PERTANIAN BENGKULU,KEMENTERIAN PERTANIAN | BADAN STANDARDISASI INSTRUMEN PERTANIAN | BALAI BESAR PENERAPAN STANDAR INSTRUMEN PERTANIAN | BALAI PENERAPAN STANDAR INSTRUMEN PERTANIAN BENGKULU,1,0,2785700,7380850
46057c73-4cac-43ca-9141-84a5f8d7f079,CPNS,UMUM,PERENCANA AHLI PERTAMA,KEMENTERIAN PERTANIAN | BADAN STANDARDISASI INSTRUMEN PERTANIAN | BALAI BESAR PENERAPAN STANDAR INSTRUMEN PERTANIAN | BALAI PENERAPAN STANDAR INSTRUMEN PERTANIAN GORONTALO,KEMENTERIAN PERTANIAN | BADAN STANDARDISASI INSTRUMEN PERTANIAN | BALAI BESAR PENERAPAN STANDAR INSTRUMEN PERTANIAN | BALAI PENERAPAN STANDAR INSTRUMEN PERTANIAN GORONTALO,1,0,2785700,7380850
53837fc7-ff0a-4618-a1c7-af2103480d3e,CPNS,UMUM,PERENCANA AHLI PERTAMA,KEMENTERIAN PERTANIAN | BADAN STANDARDISASI INSTRUMEN PERTANIAN | BALAI BESAR PENERAPAN STANDAR INSTRUMEN PERTANIAN | BALAI PENERAPAN STANDAR INSTRUMEN PERTANIAN BANTEN,KEMENTERIAN PERTANIAN | BADAN STANDARDISASI INSTRUMEN PERTANIAN | BALAI BESAR PENERAPAN STANDAR INSTRUMEN PERTANIAN | BALAI PENERAPAN STANDAR INSTRUMEN PERTANIAN BANTEN,1,0,2785700,7380850
6c2b6251-ce5d-49a5-8fef-90faf4b9d1d7,CPNS,UMUM,PERENCANA AHLI PERTAMA,KEMENTERIAN PERTANIAN | BADAN STANDARDISASI INSTRUMEN PERTANIAN | BALAI BESAR PENERAPAN STANDAR INSTRUMEN PERTANIAN | BALAI PENERAPAN STANDAR INSTRUMEN PERTANIAN JAMBI,KEMENTERIAN PERTANIAN | BADAN STANDARDISASI INSTRUMEN PERTANIAN | BALAI BESAR PENERAPAN STANDAR INSTRUMEN PERTANIAN | BALAI PENERAPAN STANDAR INSTRUMEN PERTANIAN JAMBI,1,0,2785700,7380850
9b1599e0-9be2-460c-923d-8e67911cae10,CPNS,UMUM,PERENCANA AHLI PERTAMA,KEMENTERIAN PERTANIAN | SEKRETARIAT JENDERAL | BIRO HUBUNGAN MASYARAKAT DAN INFORMASI PUBLIK,KEMENTERIAN PERTANIAN | SEKRETARIAT JENDERAL | BIRO HUBUNGAN MASYARAKAT DAN INFORMASI PUBLIK,1,0,3000000,8000000
b83e2a91-5ab7-4e78-92db-dc89110e1b1a,CPNS,UMUM,PERENCANA AHLI PERTAMA,KEMENTERIAN PERTANIAN | BADAN STANDARDISASI INSTRUMEN PERTANIAN | BALAI BESAR PENERAPAN STANDAR INSTRUMEN PERTANIAN | BALAI PENERAPAN STANDAR INSTRUMEN PERTANIAN PAPUA,KEMENTERIAN PERTANIAN | BADAN STANDARDISASI INSTRUMEN PERTANIAN | BALAI BESAR PENERAPAN STANDAR INSTRUMEN PERTANIAN | BALAI PENERAPAN STANDAR INSTRUMEN PERTANIAN PAPUA,1,0,2785700,7380850
